video_path,anonymized,temp_res_text
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2015-2016/2016-03-02 - 23-00 Levante 1 - 3 Real Madrid/1_16_22.mp4,"[PLAYER] ([TEAM]) gets a shot away from distance, but wasn't really set to take it and fires well wide of the left post.","[PLAYER] ([TEAM]) latches on to a precise pass on the edge of the box, but miskicks his shot and the ball goes high over the bar. Poor effort!"
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2016-03-01 - 22-45 Norwich 1 - 2 Chelsea/2_03_17.mp4,[PLAYER] ([TEAM]) receives a brilliant pass and wastes a big opportunity as his shot from inside the penalty area flies narrowly wide of the left post.,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/germany_bundesliga_2015-2016/2015-11-08 - 17-30 Dortmund 3 - 2 Schalke/2_43_12.mp4,[PLAYER] ([TEAM]) goes into the book and receives a yellow card.,[PLAYER] ([TEAM]) is booked after bringing down an opponent. [REFEREE] had an easy-decision to make.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2016-02-03 - 22-45 Watford 0 - 0 Chelsea/1_26_25.mp4,[PLAYER] ([TEAM]) takes the ball to the corner flag and sends it into the box.,"[PLAYER] ([TEAM]) steps up to take the corner. He launches the ball into the penalty area, but it only finds the head of an opposing player who clears the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/italy_serie-a_2016-2017/2016-10-02 - 21-45 AS Roma 2 - 1 Inter/1_20_43.mp4,[PLAYER] ([TEAM]) receives a precise pass and is given time inside the box to send a low strike towards the middle of the goal. [PLAYER] guesses his intention and denies him with a fine save.,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/italy_serie-a_2016-2017/2016-12-04 - 17-00 Lazio 0 - 2 AS Roma/2_17_21.mp4,"[PLAYER] ([TEAM]) misses a good chance to score. An inch-perfect cross into the box finds [PLAYER] ([TEAM]) who rises for a header, but sends the ball well over the bar. Now [TEAM] have a corner.","[PLAYER] ([TEAM]) finds himself beyond the last defender, but the game is stopped by the referee after the linesman signals for offside."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/germany_bundesliga_2015-2016/2015-10-24 - 16-30 Bayern Munich 4 - 0 FC Koln/1_37_38.mp4,[PLAYER] ([TEAM]) has an effort from distance but it's blocked.,"[PLAYER] ([TEAM]) receives a good pass just outside the box, unleashes a strike from a promising position, but the shot is blocked by the defender."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2016-02-03 - 22-45 Watford 0 - 0 Chelsea/1_11_24.mp4,[PLAYER] ([TEAM]) commits a rough foul. [REFEREE] stops the game and makes a call.,[PLAYER] ([TEAM]) tries to slide the ball through to a teammate but it's well blocked by a defender.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/germany_bundesliga_2015-2016/2015-11-08 - 17-30 Dortmund 3 - 2 Schalke/2_23_13.mp4,"[PLAYER] ([TEAM]) wins himself just enough space inside the box to connect with the corner. His header flies towards the left post, but the goalkeeper dives superbly to stop the effort.",[PLAYER] ([TEAM]) takes the corner but fails to find any of his teammates as he overhits the effort.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/italy_serie-a_2016-2017/2017-02-25 - 20-00 Napoli 0 - 2 Atalanta/1_19_46.mp4,[REFEREE] has a clear sight and sees a foul from [PLAYER] ([TEAM]).,[PLAYER] ([TEAM]) is adjudged to have been offside when making his run.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2014-2015/2015-04-22 - 21-45 Real Madrid 1 - 0 Atl. Madrid/1_32_07.mp4,[PLAYER] ([TEAM]) floats the ball in from the corner but it's intercepted.,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger. The ball goes out for a corner. [TEAM] can continue in their attacking effort."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/italy_serie-a_2016-2017/2017-01-29 - 17-00 Sampdoria 3 - 2 AS Roma/2_13_38.mp4,[REFEREE] has a clear sight and sees a foul from [PLAYER] ([TEAM]).,"[PLAYER] ([TEAM]) receives a good pass just outside the box, unleashes a strike from a promising position, but the shot is blocked by the defender."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/italy_serie-a_2016-2017/2016-12-04 - 17-00 Lazio 0 - 2 AS Roma/1_13_16.mp4,"[PLAYER] ([TEAM]) looks to break free, but his touch lets him down and he loses the ball. The ball goes out of play and [TEAM] will have a goal kick.",[PLAYER] ([TEAM]) tries to slide the ball through to a teammate but it's well blocked by a defender. The ball is out of play and the linesman points at the corner flag. Corner to [TEAM].
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2016-2017/2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool/2_14_38.mp4,"[PLAYER] ([TEAM]) sends a teasing cross into the area, but [PLAYER] intercepts the ball.","[PLAYER] ([TEAM]) sends a lofted cross into the penalty area. Unfortunately for him, the opponent's defence deals with his cross comfortably and intercepts it."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea/2_32_39.mp4,"[PLAYER] ([TEAM]) sends a pass into the penalty area, but the opponent manages to cut it out. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag.",[PLAYER] ([TEAM]) tries to slide the ball through to a teammate but it's well blocked by a defender. The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2014-2015/2015-04-25 - 17-00 Espanyol 0 - 2 Barcelona/2_26_54.mp4,[PLAYER] ([TEAM]) sees a yellow card. He should be more careful because one more challenge like that could result in a red card.,[PLAYER] ([TEAM]) is booked after bringing down an opponent. [REFEREE] had an easy-decision to make.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2015-10-03 - 19-30 Chelsea 1 - 3 Southampton/2_23_00.mp4,"[PLAYER] ([TEAM]) floats the free kick into the box, but it's easily cleared by the first man.","[PLAYER] ([TEAM]) crosses the ball into the box from the free kick, but the defence clears the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/germany_bundesliga_2015-2016/2015-10-24 - 16-30 Bayern Munich 4 - 0 FC Koln/2_06_00.mp4,[PLAYER] ([TEAM]) produces an awful long-range shot that goes high and wide.,"[PLAYER] ([TEAM]) attempts to find one of his teammates, but puts far too much on the pass and the chance is gone."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2016-2017/2017-01-21 - 15-30 Liverpool 2 - 3 Swansea/1_32_12.mp4,"[PLAYER] ([TEAM]) bursts into the box and pulls the trigger, but he can't beat the goalkeeper. He directed his shot towards the right post, but one of the defenders reacted brilliantly to block it. [TEAM] force their opponents to concede a corner.","[PLAYER] ([TEAM]) latches on to a precise pass on the edge of the box, but miskicks his shot and the ball goes high over the bar. Poor effort!"
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2014-2015/2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona/2_29_14.mp4,[PLAYER] is not able to continue due to his injury and will be replaced by [PLAYER] ([TEAM]).,The referee signals that it is time for a substitution and [PLAYER] ([TEAM]) is coming onto the pitch as [PLAYER] cannot continue after picking up an injury.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2014-2015/2015-04-22 - 21-45 Real Madrid 1 - 0 Atl. Madrid/2_28_49.mp4,Unsporting behaviour by [PLAYER] ([TEAM]).,[PLAYER] ([TEAM]) is booked after bringing down an opponent. [REFEREE] had an easy-decision to make.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2016-2017/2016-10-15 - 14-30 Chelsea 3 - 0 Leicester/2_34_29.mp4,"Goal! [PLAYER] plays in [PLAYER] ([TEAM]), who shows great determination to get to the ball before a couple of defenders. He shoots from inside the box into the right side of the net! Great finish - 3:0.","Goal! [PLAYER] ([TEAM]) weaves his way past opponents, and he unleashes a magnificent effort from the edge of the box into the bottom left corner. [PLAYER] had no chance of reaching it. The score is 0:1."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/germany_bundesliga_2015-2016/2015-11-08 - 17-30 Dortmund 3 - 2 Schalke/1_40_03.mp4,"[PLAYER] ([TEAM]) finds himself beyond the last defender, but the game is stopped by the referee after the linesman signals for offside.","[PLAYER] ([TEAM]) finds himself beyond the last defender, but the game is stopped by the referee after the linesman signals for offside."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2015-2016/2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City/2_33_38.mp4,[PLAYER] ([TEAM]) brings an opponent down and [REFEREE] interrupts the game.,[PLAYER] ([TEAM]) is having a really tough time right now. We are about to find out how serious his injury is.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2016-03-01 - 22-45 Norwich 1 - 2 Chelsea/2_31_27.mp4,[PLAYER] ([TEAM]) takes a short corner kick.,[PLAYER] ([TEAM]) takes the corner but fails to find any of his teammates as he overhits the effort.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2016-2017/2016-11-01 - 20-45 Besiktas 1 - 1 Napoli/2_30_20.mp4,"[PLAYER] ([TEAM]) passes the ball from the edge of the box in order to find his teammate, who is in a good scoring position, but the defender blocks the pass and spanks the ball to safety. The referee points to the corner flag. It's a corner to [TEAM].","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger. The ball goes out for a corner. [TEAM] can continue in their attacking effort."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2015-2016/2016-03-02 - 23-00 Levante 1 - 3 Real Madrid/1_17_37.mp4,[PLAYER] ([TEAM]) commits a rough challenge and [REFEREE] blows his whistle for a foul.,[PLAYER] ([TEAM]) brings his opponent down. [REFEREE] has a clear sight of it and blows his whistle for a foul.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2015-08-23 - 15-30 West Brom 2 - 3 Chelsea/2_21_50.mp4,"[TEAM] take the corner, but their hopes of scoring a goal end with a nice clearance by the defence.","[PLAYER] ([TEAM]) receives a good pass just outside the box, unleashes a strike from a promising position, but the shot is blocked by the defender. The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2014-2015/2015-04-15 - 21-45 FC Porto 3 - 1 Bayern Munich/1_33_05.mp4,"[PLAYER] ([TEAM]) deprives his opponent of the ball, but the referee blows his whistle for a foul. He's not happy with the decision!",[PLAYER] ([TEAM]) gives away a foul for a clumsy challenge. Referee [REFEREE] saw the whole situation.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/italy_serie-a_2015-2016/2015-08-29 - 21-45 AC Milan 2 - 1 Empoli/2_03_58.mp4,"[PLAYER] ([TEAM]) swings in a promising cross from the free kick, but one of the defenders does a perfect job to avert the danger.","[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/italy_serie-a_2016-2017/2017-02-25 - 20-00 Napoli 0 - 2 Atalanta/2_46_06.mp4,[PLAYER] ([TEAM]) puts a cross into the box from the corner but there is no panic from the opposition and they easily clear.,[PLAYER] ([TEAM]) takes the corner but fails to find any of his teammates as he overhits the effort.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2015-08-23 - 15-30 West Brom 2 - 3 Chelsea/2_23_46.mp4,[PLAYER] ([TEAM]) is able to continue to play.,"[PLAYER] ([TEAM]) steps up to take the corner. He launches the ball into the penalty area, but it only finds the head of an opposing player who clears the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2015-2016/2015-11-03 - 22-45 Sevilla 1 - 3 Manchester City/2_18_53.mp4,Here's the change. [PLAYER] leaves the pitch and [PLAYER] ([TEAM]) comes on as a substitute.,The referee signals that it is time for a substitution and [PLAYER] ([TEAM]) is coming onto the pitch as [PLAYER] cannot continue after picking up an injury.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2016-2017/2017-05-06 - 17-00 Leicester 3 - 0 Watford/1_05_38.mp4,The linesman raises his flag. [PLAYER] ([TEAM]) is adjudged offside.,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger. The ball goes out for a corner. [TEAM] can continue in their attacking effort."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2014-2015/2015-04-22 - 21-45 Real Madrid 1 - 0 Atl. Madrid/1_25_36.mp4,The referee blows his whistle as [PLAYER] ([TEAM]) was too aggressive in his challenge. [TEAM] are awarded a free kick from a dangerous position.,[PLAYER] ([TEAM]) commits a foul and [REFEREE] immediately signals a free kick.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/italy_serie-a_2016-2017/2016-10-02 - 21-45 AS Roma 2 - 1 Inter/1_44_30.mp4,"[PLAYER] ([TEAM]) has picked up a minor injury, but it looks like he will be able to continue.",[PLAYER] ([TEAM]) hasn't suffered any serious injury which would see him leave the pitch. He's back in the game now.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2015-2016/2015-09-19 - 17-00 Real Madrid 1 - 0 Granada CF/2_21_52.mp4,[COACH] prepares a substitution. [PLAYER] is replaced by [PLAYER] ([TEAM]).,The referee signals that it is time for a substitution and [PLAYER] ([TEAM]) is coming onto the pitch as [PLAYER] cannot continue after picking up an injury.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/italy_serie-a_2016-2017/2016-12-04 - 17-00 Lazio 0 - 2 AS Roma/2_08_42.mp4,The resulting corner from [PLAYER] ([TEAM]) is cleared by the defence.,[PLAYER] ([TEAM]) takes the corner but fails to find any of his teammates as he overhits the effort.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2016-02-03 - 22-45 Watford 0 - 0 Chelsea/2_01_54.mp4,The corner kick from [PLAYER] ([TEAM]) is headed out of the penalty area by one of the defenders.,[PLAYER] ([TEAM]) takes the corner but fails to find any of his teammates as he overhits the effort.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2015-2016/2015-11-25 - 22-45 Shakhtar Donetsk 3 - 4 Real Madrid/1_15_53.mp4,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2015-10-24 - 17-00 West Ham 2 - 1 Chelsea/1_29_49.mp4,"[PLAYER] ([TEAM]) sends the ball into the box from the side of the pitch, but his cross is blocked. [TEAM] get a corner.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/italy_serie-a_2016-2017/2016-09-11 - 16-00 AC Milan 0 - 1 Udinese/2_40_06.mp4,A substitution has been made. [PLAYER] ([TEAM]) is replaced by .,The referee signals that it is time for a substitution and [PLAYER] ([TEAM]) is coming onto the pitch as [PLAYER] cannot continue after picking up an injury.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/italy_serie-a_2016-2017/2016-09-11 - 16-00 AC Milan 0 - 1 Udinese/2_48_47.mp4,A yellow card for a tackle by [PLAYER] ([TEAM]). [REFEREE] doesn't hesitate at all to make this decision.,[PLAYER] ([TEAM]) is booked after bringing down an opponent. [REFEREE] had an easy-decision to make.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/germany_bundesliga_2016-2017/2016-09-10 - 19-30 RB Leipzig 1 - 0 Dortmund/2_02_42.mp4,Today's referee [REFEREE] rightly decides to book [PLAYER] ([TEAM]) for his harsh tackle.,[PLAYER] ([TEAM]) is booked after bringing down an opponent. [REFEREE] had an easy-decision to make.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2016-03-01 - 22-45 Norwich 1 - 2 Chelsea/2_21_45.mp4,"[PLAYER] ([TEAM]) swings a cross into the box, but it's far too close to [PLAYER], who smothers the ball.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/germany_bundesliga_2016-2017/2016-11-19 - 20-30 Dortmund 1 - 0 Bayern Munich/2_45_37.mp4,"[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but [REFEREE] ignores the protests.",[PLAYER] ([TEAM]) is clearly asking for some medical attention with his painful gestures. The extent of his injury is yet to be discovered.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/germany_bundesliga_2015-2016/2015-10-24 - 16-30 Bayern Munich 4 - 0 FC Koln/2_14_01.mp4,"[PLAYER] ([TEAM]) wins the ball after the corner kick and takes a shot from the edge of the box, but it's blocked by one of the defending players.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2016-02-03 - 22-45 Watford 0 - 0 Chelsea/2_43_03.mp4,[PLAYER] ([TEAM]) works the corner short.,"[PLAYER] ([TEAM]) swings in the corner, but fails to find any of his teammates. One of the defenders reacts superbly to get it clear."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2014-2015/2015-04-22 - 21-45 Real Madrid 1 - 0 Atl. Madrid/1_30_23.mp4,[PLAYER] ([TEAM]) takes the corner but it's cleared.,[PLAYER] ([TEAM]) takes the corner but fails to find any of his teammates as he overhits the effort.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/germany_bundesliga_2016-2017/2016-11-19 - 20-30 Dortmund 1 - 0 Bayern Munich/2_26_04.mp4,[PLAYER] ([TEAM]) takes the corner but fails to find any of his teammates.,[PLAYER] ([TEAM]) takes the corner but fails to find any of his teammates as he overhits the effort.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2016-2017/2017-05-06 - 17-00 Leicester 3 - 0 Watford/1_24_00.mp4,The corner from [PLAYER] ([TEAM]) is hurriedly cleared.,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger. The ball goes out for a corner. [TEAM] can continue in their attacking effort."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/germany_bundesliga_2016-2017/2016-10-01 - 19-30 Bayer Leverkusen 2 - 0 Dortmund/2_35_21.mp4,[PLAYER] ([TEAM]) pounces on the rebound on the edge of the box but his wild shot goes high over the crossbar.,"[PLAYER] ([TEAM]) latches on to a precise pass on the edge of the box, but miskicks his shot and the ball goes high over the bar. Poor effort!"
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2016-2017/2017-05-02 - 21-45 Real Madrid 3 - 0 Atl. Madrid/1_25_22.mp4,A yellow card for a tackle by [PLAYER] ([TEAM]). [REFEREE] doesn't hesitate at all to make this decision.,[PLAYER] ([TEAM]) is booked after bringing down an opponent. [REFEREE] had an easy-decision to make.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2016-2017/2016-11-23 - 22-45 Arsenal 2 - 2 Paris SG/2_43_08.mp4,It's time for a substitution. [PLAYER] ([TEAM]) comes on in place of [PLAYER].,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2016-2017/2016-11-01 - 20-45 Besiktas 1 - 1 Napoli/2_20_47.mp4,The game is interrupted as [PLAYER] ([TEAM]) is flagged offside.,"[PLAYER] ([TEAM]) sends a lofted cross into the penalty area. Unfortunately for him, the opponent's defence deals with his cross comfortably and intercepts it."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2014-2015/2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona/1_27_16.mp4,"[PLAYER] ([TEAM]) swings in the corner, but it's comfortably cleared away.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger. The ball is out of play. [TEAM] will have a chance to score from a corner."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2015-2016/2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid/2_37_50.mp4,"[PLAYER] ([TEAM]) finds himself in a promising position after receiving a precise pass. He pulls the trigger but only hits one of the opposition, who gets in the way of his effort.","[PLAYER] ([TEAM]) receives a good pass just outside the box, unleashes a strike from a promising position, but the shot is blocked by the defender."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2016-2017/2016-10-15 - 14-30 Chelsea 3 - 0 Leicester/1_16_24.mp4,"[PLAYER] ([TEAM]) sends a teasing cross into the area, but [PLAYER] intercepts the ball.","[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/italy_serie-a_2016-2017/2016-10-02 - 21-45 AS Roma 2 - 1 Inter/2_14_53.mp4,"[PLAYER] ([TEAM]) gets on the end of a pass and takes a shot from the edge of the box, but it's blocked by one of the defending players.","[PLAYER] ([TEAM]) latches on to a precise pass on the edge of the box, but miskicks his shot and the ball goes high over the bar. Poor effort!"
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2016-2017/2016-09-21 - 21-00 Real Madrid 1 - 1 Villarreal/2_36_17.mp4,[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view and blows his whistle.,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea/1_41_17.mp4,[PLAYER] ([TEAM]) unleashes a decent effort from just outside the box which goes narrowly wide of the left post.,"[PLAYER] ([TEAM]) latches on to a precise pass on the edge of the box, but miskicks his shot and the ball goes high over the bar. Poor effort!"
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2016-2017/2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG/1_41_59.mp4,"[PLAYER] ([TEAM]) was probably a bit loose with his words to [REFEREE], who decides to show him a yellow.",[PLAYER] ([TEAM]) is booked after bringing down an opponent. [REFEREE] had an easy-decision to make.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2014-2015/2015-04-15 - 21-45 FC Porto 3 - 1 Bayern Munich/2_23_26.mp4,[REFEREE] blows his whistle and signals a foul after [PLAYER] ([TEAM]) brought his opponent down.,[PLAYER] ([TEAM]) is having a really tough time right now. We are about to find out how serious his injury is.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2015-2016/2016-03-02 - 23-00 Levante 1 - 3 Real Madrid/2_15_02.mp4,"[PLAYER] ([TEAM]) clips a neat ball into the box in the direction of [PLAYER], but he can't get on the end of the pass.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/spain_laliga_2014-2015/2015-04-18 - 21-00 Real Madrid 3 - 1 Malaga/1_27_48.mp4,"[PLAYER] ([TEAM]) picks up a pass and has an effort from the edge of the box, but [PLAYER] gets down to his right to keep it out.","[PLAYER] ([TEAM]) receives a good pass just outside the box, unleashes a strike from a promising position, but the shot is blocked by the defender."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/germany_bundesliga_2015-2016/2015-11-08 - 17-30 Dortmund 3 - 2 Schalke/2_01_08.mp4,[TEAM] are awarded a free kick from a dangerous position.,"[PLAYER] ([TEAM]) floats the free kick into the box, but it's easily cleared by the first man."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2016-2017/2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool/1_22_34.mp4,[PLAYER] makes a brilliant save! [PLAYER] ([TEAM]) easily weaves through the defence and unleashes a shot from just outside of the box. His effort goes straight under the crossbar but is saved by the keeper! The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal.,"[PLAYER] ([TEAM]) misses a good chance to score. An inch-perfect cross into the box finds [PLAYER] ([TEAM]) who rises for a header, but sends the ball well over the bar."
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/europe_uefa-champions-league_2016-2017/2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG/2_06_06.mp4,[PLAYER] ([TEAM]) fouls an opponent. At least that's what referee [REFEREE] signals.,[PLAYER] ([TEAM]) gives away a foul for a clumsy challenge. Referee [REFEREE] saw the whole situation.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/germany_bundesliga_2016-2017/2016-10-01 - 19-30 Bayer Leverkusen 2 - 0 Dortmund/2_11_57.mp4,[REFEREE] blows his whistle for a foul after [PLAYER] ([TEAM]) hacks down one of his opponents. [TEAM] are awarded a free kick.,[PLAYER] ([TEAM]) brings his opponent down. [REFEREE] has a clear sight of it and blows his whistle for a foul.
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2016-2017/2017-05-06 - 17-00 Leicester 3 - 0 Watford/1_12_38.mp4,[PLAYER] ([TEAM]) receives a pass and unleashes a shot which goes well wide of the right post.,"[PLAYER] ([TEAM]) latches on to a precise pass on the edge of the box, but miskicks his shot and the ball goes high over the bar. Poor effort!"
/remote-home/jiayuanrao/dataset/matchtime/video_clips/SN-Caption-test-align/england_epl_2015-2016/2016-03-01 - 22-45 Norwich 1 - 2 Chelsea/1_17_55.mp4,Flag goes up against [PLAYER] ([TEAM]) and the referee blows his whistle for offside.,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger."
